"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"BMNGPA7T","journalArticle","2014","Müller, C","Sehnsuchtsstadt statt Landlust","Mona Motakef, Angelika Münter, Alexander Pellnitz et …","","","10.1515/transcript.9783839424292","https://www.degruyter.com/document/doi/10.1515/transcript.9783839424292/pdf#page=141","… gen Diskursen wie dem der Nachhaltigkeit. Genau diese … aus ausgedienten Bügelbrettern und VerticalFarming-Elemente aus … Die Industrialisierung der Landwirtschaft hätte ohne diese …","2014","2023-11-07 10:40:04","2023-11-07 10:40:04","","","","Query date: 2023-09-12 11:59:37","","","","","","","","","","","","","","","","","","Publisher: degruyter.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UTHFFEA8","journalArticle","","Wille, I; Sellmair, K; Thormeyer, K; eV, GL Berlin","Vorstudie International Urban Farming Conference 2017–KURZFASSUNG–","grueneliga-berlin.de","","","","https://www.grueneliga-berlin.de/wp-content/uploads/2018/02/Vorstudie-zu-einer-International-Urban-Farming-Conference.pdf","… der industrialisierten Landwirtschaft wandelte sich die Rolle urbaner Landwirtschaft als … Dadurch bekam die urbane Landwirtschaft eine immer stärkere kulturelle Dimension im …","","2023-11-07 10:40:04","2023-11-07 10:40:04","","","","Query date: 2023-09-12 11:59:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FM2HJLTK","journalArticle","2022","STADT, DIE","VON ÜBERMORGEN","","","","","","","2022","2023-11-07 10:40:04","2023-11-07 10:40:04","","","","Query date: 2023-09-12 11:59:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WBC7PE2H","book","2018","Schnurr, M; Glockner, H; Berg, H; Schipperges, M","Erfolgsbedingungen für Systemsprünge und Leitbilder einer ressourcenleichten Gesellschaft: Abschlussbericht. Band 3: Leitbilder einer ressourcenleichten …","","","","","https://epub.wupperinst.org/frontdoor/index/index/docId/7449","… Die Natur wird dabei als der Ursprung verschiedenster ökosystemarer Dienstleistungen betrachtet, die es zu kennen, zu verstehen und in einer auf Nachhaltigkeit ausgerichteten Weise …","2018","2023-11-07 10:40:04","2023-11-07 10:40:04","","","","","","","","","","Query date: 2023-09-12 11:59:37","","","epub.wupperinst.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9CIMSUE3","journalArticle","","Rainer, E","Eco-Logic: Wheatfield-a confrontation: eine Überwindung des oppositionellen Denkens von Mensch und Natur am Beispiel der Kunst und Theorie des Eco-Logic von …","unipub.uni-graz.at","","","","http://unipub.uni-graz.at/obvugrhs/3617393","… Nun werden landwirtschaftliche Pflanzen bewusst zurückgeholt. Der Begriff vertical farming bezeichnet diese neuen Konzepte der Nahrungsmittelproduktion in Städten, bei denen …","","2023-11-07 10:40:04","2023-11-07 10:40:04","","","","Query date: 2023-09-12 11:59:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BL4DNRB3","journalArticle","","Schmies, M; Hunecke, M","Soziale Aktivierung zum gemeinschaftlichen Gärtnern","core.ac.uk","","","","https://core.ac.uk/download/pdf/147280983.pdf","… Stadtentwicklung, Gentrifizierung und Nachhaltigkeit. In vielen Gärten spielt zudem Bildungsarbeit hinsichtlich Umwelt, Nachhaltigkeit, Ernährung und Landwirtschaft eine zentrale Rolle…","","2023-11-07 10:40:04","2023-11-07 10:40:04","","","","Query date: 2023-09-12 11:59:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MU52FVSM","book","2020","Felixberger, P; Nassehi, A","Kursbuch 204: Essen fassen!","","","","","https://books.google.com/books?hl=en&lr=&id=MpjIEAAAQBAJ&oi=fnd&pg=PT2&dq=nachhaltigkeit%7Cnachhaltig+landwirtschaft+%22vertical+farming%22%7C%22vertical+farm%22&ots=7DuuZI9Pg1&sig=nWWejrPUhUvjwWDY6iOl7Qcyp60","… mithilfe von Kapital Ideen auszuprobieren – auch wenn dann nur ein Bruchteil das Zeug dazu hat, unsere Ernährung wirklich nachhaltig zu beeinflussen.« Vor allem die …","2020","2023-11-07 10:40:04","2023-11-07 10:40:04","","","","","","","","","","Query date: 2023-09-12 11:59:37","","","books.google.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J3NYULKT","journalArticle","2018","Gottwald, FT; Klopp, N","2 Reduktion des Fleischkonsums und Verbesserung des Tierwohls","","","","","https://www.oekom.de/_files_media/titel/leseproben/9783962380632.pdf","… des Planeten an: »Die LOHAS haben es sich zur Aufgabe gemacht durch gezielten Konsum von Bio-Produkten und fair gehandelten Waren die Situation auf dem Weltmarkt nachhaltig …","2018","2023-11-07 10:40:04","2023-11-07 10:40:04","","","","Query date: 2023-09-12 11:59:37","","","","","","","","","","","","","","","","","","Publisher: oekom.de","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7ZH4GUEY","journalArticle","2020","Härtel, I","§ 7 Agrarrecht","Europäisches Sektorales Wirtschaftsrecht","","","10.5771/9783748900238-463","https://www.nomos-elibrary.de/10.5771/9783748900238-463.pdf","… Landwirtschaft wird nicht allgemein legaldefiniert, sondern beruht auf dem politischen Konzept einer modernen und nachhaltigen europäischen Landwirtschaft … „Vertical Farming“ (Pro…","2020","2023-11-07 10:40:04","2023-11-07 10:40:04","","","","Query date: 2023-09-12 11:59:37","","","","","","","","","","","","","","","","","","Publisher: nomos-elibrary.de","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YH3YBHMB","journalArticle","2011","Streich, B; Streich, B","Utopisches Denken in der Stadtplanung","Stadtplanung in der Wissensgesellschaft: Ein …","","","10.1007/978-3-531-93164-7_12","https://link.springer.com/chapter/10.1007/978-3-531-93164-7_12","… So schrieb er etwa der Landwirtschaft edle, charakterbildende Eigenschaften zu – die Sklaverei wurde dabei nicht in Frage gestellt –, während die städtischen Gewerbe als unedel und …","2011","2023-11-07 10:40:04","2023-11-07 10:40:04","","","","Query date: 2023-09-12 11:59:37","","","","","","","","","","","","","","","","","","Publisher: Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UYX4SI58","journalArticle","2020","Thrän, D; Moesenfechtel, U","Standortbestimmung des Systems Bioökonomie in Deutschland","Das System Bioökonomie","","","10.1007/978-3-662-60730-5_25","https://link.springer.com/chapter/10.1007/978-3-662-60730-5_25","… , möglichst viel und möglichst nachhaltig (vor allem unter Wahrung … beim vertical farming der Fall ist (s. auch Punkt 2) … Welt sowie für die Landwirtschaft hat die Erderwärmung über 2 C …","2020","2023-11-07 10:40:04","2023-11-07 10:40:04","","","","Query date: 2023-09-12 11:59:37","","","","","","","","","","","","","","","","","","Publisher: Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HBQZTJGK","book","2015","Stadtgrün, G","Grün in der Stadt− Für eine lebenswerte Zukunft","","","","","https://city2030.org.ua/sites/default/files/documents/gruenbuch_stadtgruen_broschuere_bf_0.pdf","… der Welt im Sinne einer ganzheitlich verstandenen Nachhaltigkeit ist eine urbane Aufgabe, denn … Auch private Gärten und landwirtschaftliche Nutzflächen sind ein wesentlicher Teil des …","2015","2023-11-07 10:40:04","2023-11-07 10:40:04","","","","","","","","","","Query date: 2023-09-12 11:59:37","","","city2030.org.ua","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DFUMURJW","journalArticle","2020","Kruse, C","Marine Bioökonomie","Das System Bioökonomie","","","10.1007/978-3-662-60730-5_7","https://link.springer.com/chapter/10.1007/978-3-662-60730-5_7","… Auch hier wäre eine Kombination mit vertical-farming-… von Pflanzendüngemitteln aus der Landwirtschaft wird in den … Wir werden das Meer schonend und nachhaltig nutzen, ähnlich, …","2020","2023-11-07 10:40:04","2023-11-07 10:40:04","","","","Query date: 2023-09-12 11:59:37","","","","","","","","","","","","","","","","","","Publisher: Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X2X2UJHR","journalArticle","","Studium, S durchs","DAAD-Stipendiaten aus aller Welt zu Gast in Dortmund","","","","","","","","2023-11-07 10:40:04","2023-11-07 10:40:04","","","","Query date: 2023-09-12 11:59:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LN79NGEV","journalArticle","","Bierwirth, A; März, S; Koska, T; Kobiela, G; Wagner, O; ...","Sondierungsstudie| Juli 2021","wupperinst.org","","","","https://wupperinst.org/fa/redaktion/downloads/publications/Klimaneutral_Wuppertal_2035.pdf","… Zusätzlich haben auch die Landwirtschaft und ansässige Verlage eine gewisse Bedeutung. Vor allem in Cronenberg sitzen darüber hinaus international führende Werkzeughersteller. …","","2023-11-07 10:40:04","2023-11-07 10:40:04","","","","Query date: 2023-09-12 11:59:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QXU8XERZ","journalArticle","","Jäckel, F","Bachelor-Arbeit","ufer-projekte.de","","","","https://ufer-projekte.de/wp-content/uploads/2015/01/BA-Jaeckel_Schlussstand-15.07.2015..pdf","… Vertical Farming bezieht sich dabei eher auf die industrielle Massenproduktion von Pflanzen… landwirtschaftlichen Großbetriebe beziehungsweise der Politik, welche die Landwirtschaft …","","2023-11-07 10:40:05","2023-11-07 10:40:05","","","","Query date: 2023-09-12 11:59:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48W9UG4A","journalArticle","2013","Davies, AR","Food Futures: Co‐designing Sustainable Eating Practices for 2050","EuroChoices","","","10.1111/1746-692X.12029","https://onlinelibrary.wiley.com/doi/abs/10.1111/1746-692X.12029","… scenario, with its heightened regulation of carbon food budgets, choice editing and green accounting, alongside technological developments in food production (eg vertical farming) and …","2013","2023-11-07 10:40:05","2023-11-07 10:40:05","","","","Query date: 2023-09-12 11:59:37","","","","","","","","","","","","","","","","","","Publisher: Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FZ928WE3","journalArticle","","Bundesverband, N aus dem","LeLamagazin","lela-magazin.de","","","","https://www.lela-magazin.de/download/LeLa.magazin.No18.pdf","… „vertical farming“ über die mögliche Anwendung in Raumfahrtmissionen hinaus auch für irdische Lebensräume eine Alternative im Sinne der Nachhaltigkeit … landwirtschaftlichen Metho…","","2023-11-07 10:40:05","2023-11-07 10:40:05","","","","Query date: 2023-09-12 11:59:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BP9V4KRJ","book","2022","Ploder, M; Linshalm, E; Breitfuss-Loidl, M; Hartmann, C; ...","Baseline Studie zu EU-Missionen in Österreich","","","","","https://repository.fteval.at/id/eprint/655/","Die österreichische Forschungs-, Technologie- und Innovationspolitik ist – nicht zuletzt in Antwort auf die von der EU formulierten fünf Missionen, aber auch darüber hinaus – …","2022","2023-11-07 10:40:05","2023-11-07 10:40:05","","","","","","","","","","Query date: 2023-09-12 11:59:37","","","repository.fteval.at","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P945YJP7","book","2023","Hennes, L; Speck, M; Liedtke, C","Digitalisation for a sustainable food system: opportunities for shaping production and consumption; a study commissioned by Huawei Technologies Deutschland …","","","","","https://epub.wupperinst.org/frontdoor/index/index/docId/8119","… In the future, urban farming and vertical farming will have a growing influence over urban environments. The social impact of our food stretches beyond national borders. Increasingly …","2023","2023-11-07 10:40:05","2023-11-07 10:40:05","","","","","","","","","","Query date: 2023-09-12 11:59:37","","","epub.wupperinst.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34FEL5R9","journalArticle","2022","Fehr, R; Gatting, S; Ritzinger, S; ...","Gesundheit und nachhaltige Stadtentwicklung im Spannungsfeld: Analysen, Strategien &Praxis: Dokumentation der 7. Konferenz „Stadt der Zukunft–Gesunde …","Nachhaltige …","","","","https://biecoll.ub.uni-bielefeld.de/index.php/nsg/article/download/1063/1128","… Zerbe hält solche Ansätze – auch wenn quantitativ weniger bedeutend – für sinnvoll; er erwähnte das Tempelhofer Feld in Berlin, wo ua urbane Landwirtschaft betrieben wird als ein …","2022","2023-11-07 10:40:05","2023-11-07 10:40:05","","","","Query date: 2023-09-12 11:59:37","","","","","","","","","","","","","","","","","","Publisher: biecoll.ub.uni-bielefeld.de","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4M69V4CS","book","2022","Philipp, S","Investieren wie ein Förster: Was man vom Wald für die Börse lernen kann–Geldanlage nach den Prinzipien der Forstwirtschaft","","","","","https://books.google.com/books?hl=en&lr=&id=EARMEAAAQBAJ&oi=fnd&pg=PA7&dq=nachhaltigkeit%7Cnachhaltig+landwirtschaft+%22vertical+farming%22%7C%22vertical+farm%22&ots=syAPGFYd2D&sig=5Qi9lNetJgImBZ7F17x1VzHx8yk","… Unsere Art der Waldnutzung ist nachhaltig und hat mit einem Raubbau an der Natur nichts … Ich weiß, dass dies sehr pauschal dargestellt ist und dass Landwirte es heutzutage wirklich …","2022","2023-11-07 10:40:05","2023-11-07 10:40:05","","","","","","","","","","Query date: 2023-09-12 11:59:37","","","books.google.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WV9GTIWB","journalArticle","2017","Stengel, O","Die Ökologische Frage im Digitalzeitalter: Zukunft der Natur","… : Das Ende des Industriezeitalters und der Beginn einer …","","","10.1007/978-3-658-16509-3_9","https://link.springer.com/chapter/10.1007/978-3-658-16509-3_9","… dies seit den 1980ern mit dem Aufkommen der Nachhaltigkeitsdebatte der Fall gewesen ist. Das 21… eine große Vereinfachung ist: Die Landwirtschaft vereinfacht Ökosysteme, indem sie …","2017","2023-11-07 10:40:05","2023-11-07 10:40:05","","","","Query date: 2023-09-12 11:59:37","","","","","","","","","","","","","","","","","","Publisher: Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NX7JPDIV","journalArticle","2018","Strunz, IA","Lernfeld ‚Nutztier ': Ein Beitrag der tiergestützten Pädagogik zum Lernen auf dem Bauernhof","Tiergestützte Pädagogik in Theorie und Praxis","","","","https://books.google.com/books?hl=en&lr=&id=3AKoEAAAQBAJ&oi=fnd&pg=PA50&dq=nachhaltigkeit%7Cnachhaltig+landwirtschaft+%22vertical+farming%22%7C%22vertical+farm%22&ots=hZgSZivCW1&sig=0D9xWZDAdRegoe8msFHUUPmL24E","… Zu diesen Bildungsressourcen zählen die landwirtschaftlichen Betriebe einer Region, deren Angebote unterschiedlichen Lern-und Erlebnischarakter haben: Hoferkundungstage mit …","2018","2023-11-07 10:40:05","2023-11-07 10:40:05","","","","Query date: 2023-09-12 11:59:37","","","","","","","","","","","","","","","","","","Publisher: books.google.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6UREBDDG","journalArticle","2015","Parraghy, NE","Lichtverschmutzung: Evaluierung der Relevanz einer gesellschaftspolitischen Auseinandersetzung mit den Aspekten der Lichtverschmutzung zum Ziel der …","","","","","https://epub.jku.at/obvulihs/content/titleinfo/881001/full.pdf","Artificial light at night has drastically changed the general appearance of cities and their surroundings.“Light pollution” is the term, that has been introduced by astronomers, to sum up …","2015","2023-11-07 10:40:05","2023-11-07 10:40:05","","","","Query date: 2023-09-12 11:59:37","","","","","","","","","","","","","","","","","","Publisher: epub.jku.at","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q2SHM276","journalArticle","2021","CITIES, R","The Role of Urban Agriculture for Sustainable and Resilient Cities","","","","","https://eldorado.tu-dortmund.de/bitstream/2003/40281/1/20210615-Dissertation-Masyk-V8_PRINT.pdf","… A review of modern soilless cultivation methods and a SWOT analysis of the vertical farming concept provide insights into possible uses, sustainable advantages and properties that can …","2021","2023-11-07 10:40:05","2023-11-07 10:40:05","","","","Query date: 2023-09-12 11:59:37","","","","","","","","","","","","","","","","","","Publisher: eldorado.tu-dortmund.de","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6ZXPF4VL","book","2021","Behrens, A","Nachhaltigkeitskommunikation auf Instagram: eine Analyse der Instagram-Kanäle von Coop und Migros","","","","","https://digitalcollection.zhaw.ch/handle/11475/24802","… Nachhaltigkeit ist daher heute zu einem bedeutenden Erfolgsfaktor geworden. Nachhaltig operierende Unternehmen profitieren allerdings nur, wenn ihr Engagement bei den …","2021","2023-11-07 10:40:05","2023-11-07 10:40:05","","","","","","","","","","Query date: 2023-09-12 11:59:37","","","digitalcollection.zhaw.ch","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"554N49BU","journalArticle","","ETTENAUER-FLÖCKNER, R","DIE HASLACHMÜHLE","eplus.uni-salzburg.at","","","","https://eplus.uni-salzburg.at/obvusbhs/content/titleinfo/8353398/full.pdf","… Für die landwirtschaftlichen Tätigkeiten war zusätzlich eine Magd im Haus angestellt. Für den Müllereibetrieb war ein Müllergeselle im Haus angestellt. Die landwirtschaftliche Nutzung …","","2023-11-07 10:40:05","2023-11-07 10:40:05","","","","Query date: 2023-09-12 11:59:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RJAUM2MM","journalArticle","2020","Strassen, T zur; Scharf, A; Carus, G; ...","Are New Food and Biomass Technologies More Sustainable? A Review","Industrial …","","","10.1089/ind.2020.29232.tzs","https://www.liebertpub.com/doi/full/10.1089/ind.2020.29232.tzs","… vertical farming systems. This drastic abatement of CO 2 emissions between the two vertical farming … Overall, the main advantages of vertical farming systems are found in reduced land …","2020","2023-11-07 10:40:05","2023-11-07 10:40:05","","","","Query date: 2023-09-12 11:59:37","","","","","","","","","","","","","","","","","","Publisher: liebertpub.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MI7QCYND","book","2021","Kufky, J","The lack of sustainability in our current food system and promising sustainable innovations on the example of the Nordic European countries","","","","","https://opus4.kobv.de/opus4-haw/frontdoor/index/index/docId/2259","… For the second main purpose of the thesis among the major results of the research are that both vertical farming and alternative animal-based proteins have a massive potential to …","2021","2023-11-07 10:40:05","2023-11-07 10:40:05","","","","","","","","","","Query date: 2023-09-12 11:59:37","","","opus4.kobv.de","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VDGRDBDY","journalArticle","2011","Huber, J; Huber, J","Ökologische Diskurse, Leitbilder und Strategien. Vom Nullwachstum zur ökologischen Modernisierung","Allgemeine Umweltsoziologie","","","10.1007/978-3-531-93466-2_7","https://link.springer.com/chapter/10.1007/978-3-531-93466-2_7","… Die Bedeutung der unökologischen Landwirtschaft und Industrie würde relativ sowieso zurückgehen und man könne dem aus ökologischen Gründen noch nachhelfen, während …","2011","2023-11-07 10:40:05","2023-11-07 10:40:05","","","","Query date: 2023-09-12 11:59:37","","","","","","","","","","","","","","","","","","Publisher: Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AFRL7HYL","journalArticle","","Paganini, NM","It is not about spinach","d-nb.info","","","","https://d-nb.info/123972943X/34","… Willen, die städtische Landwirtschaft zu einer wirtschaftlich … Die urbane Landwirtschaft ist weitgehend kommerzialisiert … Vier von fünf Familien, die in der urbanen Landwirtschaft …","","2023-11-07 10:40:05","2023-11-07 10:40:05","","","","Query date: 2023-09-12 11:59:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9NSFDDDE","book","2023","Hummel, H","Natürlich Synergetischer Weinbau: Theorie und Praxis einer postmaterialistischen Wirtschaft am Beislpiel des Weinbaus","","","","","https://books.google.com/books?hl=en&lr=&id=yZPCEAAAQBAJ&oi=fnd&pg=PA4&dq=nachhaltigkeit%7Cnachhaltig+landwirtschaft+%22vertical+farming%22%7C%22vertical+farm%22&ots=wJHAIyXukc&sig=7Ee7VMgeNDrsuN0wtjC3qJEemV4","… Auf diesem Verständnis von Wirklichkeit beruht auch die biologische oder ökologische Landwirtschaft, mit dem Unterschied, dass sie, anders als die konventionelle Landwirtschaft, …","2023","2023-11-07 10:40:05","2023-11-07 10:40:05","","","","","","","","","","Query date: 2023-09-12 11:59:37","","","books.google.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A2WIWIUK","journalArticle","","Standard, SR","PROJEKTBERICHT","researchgate.net","","","","https://www.researchgate.net/profile/Caroline-Paulick-Thiel/publication/281585124_Design-based_Education_for_Sustainable_Development/links/55eea91208ae199d47bf0f41/Design-based-Education-for-Sustainable-Development.pdf","… Verhaltensmuster unser Lebensumfeld gesund und nachhaltig zu gestalten und eine … allerdings weder aus ökologisch oder fairer Landwirtschaft stammten (außer Kaffee und Tee…","","2023-11-07 10:40:05","2023-11-07 10:40:05","","","","Query date: 2023-09-12 11:59:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XDGN7L75","journalArticle","2015","Cerny, O","Umnutzungsmöglichkeiten öffentlicher und halböffentlicher Stadträume in Wiens Gründerzeitbebauung für Urban Gardening","","","","","https://scholar.archive.org/work/3t6rwgmyz5h4bol7yubxpbpn5e/access/wayback/https://repositum.tuwien.at/bitstream/20.500.12708/2773/2/Cerny%20Oliver%20-%202015%20-%20Umnutzungsmoeglichkeiten%20oeffentlicher%20und...pdf","… erfolgt mit Unterstützung von Freiwilligen, die Freude daran haben, sich an einer sozialen und ökologischen Landwirtschaft in der Stadt zu beteiligen. Ziel der Gründer ist die Schaffung …","2015","2023-11-07 10:40:05","2023-11-07 10:40:05","","","","Query date: 2023-09-12 11:59:37","","","","","","","","","","","","","","","","","","Publisher: scholar.archive.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4WKGUFDP","journalArticle","2021","Stinner, S; Bürgow, G; Franck, V; Hirschfeld, J; ...","Den multidimensionalen Wert urbanen Grüns erfassen","… und Statistik: Zeitschrift …","","","","https://www.ssoar.info/ssoar/handle/document/75075","… Grünräume wirken sich positiv auf die Lebensqualität in Städten aus: Parks und Gemeinschaftsgärten sind Orte des sozialen Lebens, der Begegnung und fördern Nachhaltigkeit und …","2021","2023-11-07 10:40:05","2023-11-07 10:40:05","","","","Query date: 2023-09-12 11:59:37","","","","","","","","","","","","","","","","","","Publisher: ssoar.info","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WQHDZF79","book","2015","Rützler, H; Reiter, W","Muss denn Essen Sünde sein?: Orientierung im Dschungel der Ernährungsideologien","","","","","https://books.google.com/books?hl=en&lr=&id=Hq14DwAAQBAJ&oi=fnd&pg=PT5&dq=nachhaltigkeit%7Cnachhaltig+landwirtschaft+%22vertical+farming%22%7C%22vertical+farm%22&ots=GU4oHpyoz_&sig=_yV0RxxeamQcOJl_C2iALgw1HKQ","… von der handwerklich-mechanischen zur industriellen Herstellung von Nahrung beschrieben, sondern auch die Entwicklung wissenschaftlicher Methoden in der Landwirtschaft von der …","2015","2023-11-07 10:40:05","2023-11-07 10:40:05","","","","","","","","","","Query date: 2023-09-12 11:59:37","","","books.google.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PYQGH6FL","journalArticle","","Spielplätze, N","FACHMAGAZIN FÜR DAS","epub.sub.uni-hamburg.de","","","","https://epub.sub.uni-hamburg.de/epub/volltexte/2013/21674/pdf/galabau_april_2013.pdf","","","2023-11-07 10:40:05","2023-11-07 10:40:05","","","","Query date: 2023-09-12 11:59:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9F729SUT","journalArticle","2021","Keuter, V; Deck, S; Giesenkamp, H; Gonglach, D; ...","Significance and vision of nutrient recovery for sustainable city food systems in germany by 2050","Sustainability","","","","https://www.mdpi.com/2071-1050/13/19/10772","… 50% would be willing to buy fresh products produced in vertical farming systems. The participants of the survey laid a particular focus on the sustainability of the systems [61]. …","2021","2023-11-07 10:40:05","2023-11-07 10:40:05","","","","Query date: 2023-09-12 11:59:37","","","","","","","","","","","","","","","","","","Publisher: mdpi.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YX52ACPK","book","2014","Decker, M","Zukuenftige Themen der Innovations-und Technikanalyse: Lessons learned und ausgewaehlte Ergebnisse","","","","","https://books.google.com/books?hl=en&lr=&id=I9hIBAAAQBAJ&oi=fnd&pg=PA1&dq=nachhaltigkeit%7Cnachhaltig+landwirtschaft+%22vertical+farming%22%7C%22vertical+farm%22&ots=SPVkXjUKqv&sig=ZAoW8CZSXfTa3MP-s4Cw3iQt83g","… in mehrstöckigen Gewächshäusern dar (Vertical Farming, inFarming, Skyfarming, Zero Acreage Farming), welche den Vorteil hätte, die Landwirtschaft weitgehend von der Bindung an …","2014","2023-11-07 10:40:05","2023-11-07 10:40:05","","","","","","","","","","Query date: 2023-09-12 11:59:37","","","books.google.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
